"rownum","ISSUENO","ISSUEDATE","ISSUETIME","VIODESCRIPTION","LOCATIONDESC1","CityState","longitude","latitude","accuracy"
595520,465322745,"10/18/2012","16:09:00","PARKED IN EXCESS OF 3 HOURS PROHIBITED","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
369370,462850776,"6/28/2012","3:13:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
84172,460021763,"2/10/2012","2:28:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
506144,464378051,"9/6/2012","5:00:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
336964,462643075,"6/11/2012","13:12:00","PARKED IN EXCESS OF 2 HOURS PROHIBITED","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
517224,464023103,"9/11/2012","13:30:00","PARKING PROHIBITED BY OFFICIAL SIGN","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
348791,462618704,"6/17/2012","5:18:00","TOW-AWAY ZONE (BLOCKING DRIVEWAY)","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
473213,464216642,"8/21/2012","15:24:00","TOW-AWAY ZONE (POSTED)","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
618508,465538113,"10/31/2012","5:08:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
404514,463422035,"7/17/2012","3:56:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
206596,461111674,"4/9/2012","2:30:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
326115,462421982,"6/6/2012","4:03:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
280739,462142052,"5/15/2012","3:50:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
55475,459791463,"1/27/2012","19:59:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
268362,461509801,"5/9/2012","5:17:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
306783,462377510,"5/26/2012","2:48:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
702344,466380622,"12/11/2012","5:47:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
626323,465407854,"11/3/2012","2:35:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
274609,462008385,"5/11/2012","16:13:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
471157,464080606,"8/20/2012","2:59:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
536973,464768205,"9/20/2012","7:00:00","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
43118,459575734,"1/23/2012","10:31:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
484956,464283094,"8/27/2012","5:00:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
63565,459804564,"2/1/2012","3:22:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
160656,460218183,"3/16/2012","2:49:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
238977,461567245,"4/25/2012","1:23:00","PARKED IN CROSSWALK","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
189882,460973962,"3/31/2012","17:34:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
391788,463190840,"7/10/2012","14:10:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
505915,464411146,"9/6/2012","5:28:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
335934,462496996,"6/11/2012","2:26:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
653479,465902964,"11/16/2012","5:17:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
717641,466579886,"12/18/2012","0:27:00","PARKED WITHIN 4 FEET OF DRIVE OR ALLEY","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
165731,459670842,"3/20/2012","8:35:00","PARKING PROHIBITED BY OFFICIAL SIGN","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
200490,461254032,"4/5/2012","13:57:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
185870,461132512,"3/29/2012","21:47:00","PARKED IN CROSSWALK","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
364016,462871522,"6/26/2012","9:23:00","TOW AWAY VIOLATION - STREET SWEEPING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
69764,459924916,"2/3/2012","5:43:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
15463,459391321,"1/7/2012","21:04:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
501444,464302484,"9/5/2012","2:11:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
742010,466753711,"12/31/2012","3:28:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
544055,464404570,"9/24/2012","2:09:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
389419,463061911,"7/9/2012","11:32:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
79742,459861942,"2/8/2012","2:06:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
98367,460137576,"2/16/2012","16:48:00","RESIDENTIAL PARKING PROGRAM","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
735044,466797203,"12/27/2012","11:55:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
217051,461305703,"4/14/2012","17:23:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
83137,460036242,"2/9/2012","14:54:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
546087,464847773,"9/25/2012","15:06:00","PARKED WITHIN 10 FEET OF FIRE HYDRANT","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
702544,466510380,"12/11/2012","5:51:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
172023,460747921,"3/22/2012","15:36:00","PARKED IN SCHOOL ZONE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
498265,464410041,"9/2/2012","22:09:00","PARKED POSTED PRIVATE PROPERTY","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
136541,460463964,"3/6/2012","5:10:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
609711,465500070,"10/26/2012","5:06:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
192235,461343606,"4/2/2012","2:28:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
480580,464068356,"8/24/2012","3:30:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
257908,461938643,"5/4/2012","11:02:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
22209,459129624,"1/11/2012","6:08:00","PARKED UNATTENDED HEAVY TRUCK","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
143421,459901061,"3/8/2012","13:48:00","PARKED IN SCHOOL ZONE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
727191,466774125,"12/22/2012","4:44:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
703149,466532640,"12/11/2012","10:32:00","PARKED LESS THAN 15 FEET FROM CROSSWALK","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
592683,465312691,"10/17/2012","5:46:00","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
617414,465588340,"10/30/2012","5:45:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
155049,460981522,"3/14/2012","5:25:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
167912,460219406,"3/20/2012","4:06:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
297778,461974520,"5/22/2012","2:09:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
564437,465002565,"10/3/2012","13:48:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
518554,464442985,"9/12/2012","3:36:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
527503,464654330,"9/15/2012","5:14:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
190689,461198754,"3/31/2012","4:42:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
133542,460577736,"3/3/2012","13:25:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
358873,463036055,"6/22/2012","5:41:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
389291,463067360,"7/9/2012","3:17:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
270276,462004550,"5/9/2012","2:50:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
661980,466049323,"11/21/2012","6:29:00","PARKING IN EXCESS OF 24 HOURS","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
50887,459710775,"1/26/2012","11:20:00","PARKING PROHIBITED BY OFFICIAL SIGN","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
683763,466314590,"12/4/2012","4:22:00","NIGHT PARKING - WINTER RESTRICTED","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
491044,464310700,"8/29/2012","22:04:00","PARKED LESS THAN 15 FEET FROM CROSSWALK","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
337511,462747353,"6/12/2012","11:51:00","PARKED IN SCHOOL ZONE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
95910,460115493,"2/15/2012","16:32:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
61864,458444313,"1/31/2012","16:41:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
281721,462142446,"5/15/2012","6:11:00","PARKED LESS THAN 15 FEET FROM CROSSWALK","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
470230,464086011,"8/20/2012","14:20:00","PARKING PROHIBITED BY OFFICIAL SIGN","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
68197,459802700,"2/2/2012","16:02:00","PARKED IN EXCESS OF 2 HOURS PROHIBITED","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
609537,465458442,"10/26/2012","11:18:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
279672,462188381,"5/14/2012","5:48:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
453960,463893054,"8/10/2012","14:40:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
150983,460762444,"3/13/2012","17:29:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
313627,462281724,"5/31/2012","0:28:00","PARKED WITHIN 4 FEET OF DRIVE OR ALLEY","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
90288,460183570,"2/14/2012","5:56:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
365060,463004452,"6/26/2012","15:11:00","TOW-AWAY ZONE (POSTED)","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
271379,461991876,"5/10/2012","10:40:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
344504,462545985,"6/14/2012","2:52:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
110972,460343984,"2/22/2012","16:45:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
572035,465006813,"10/6/2012","17:15:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
426433,463644462,"7/28/2012","5:27:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
467575,464020874,"8/17/2012","5:46:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
373697,463063171,"6/29/2012","2:34:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
373366,463142982,"6/29/2012","5:38:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
627304,465714174,"11/3/2012","4:17:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
158310,460809020,"3/15/2012","17:09:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
64772,458524625,"2/1/2012","4:53:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
310237,462289634,"5/30/2012","5:32:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
269887,461811313,"5/9/2012","13:19:00","PARKED IN EXCESS OF 2 HOURS PROHIBITED","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
207336,461370571,"4/9/2012","14:25:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
422990,463251342,"7/26/2012","11:48:00","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
660251,465956374,"11/20/2012","8:06:00","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
638383,465874076,"11/8/2012","19:34:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
336986,462642681,"6/11/2012","10:43:00","PARKED IN EXCESS OF 2 HOURS PROHIBITED","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
58556,459777080,"1/30/2012","3:29:00","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
425371,463500660,"7/27/2012","13:31:00","PARKED IN EXCESS OF 3 HOURS PROHIBITED","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
563682,464953366,"10/3/2012","4:39:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
5806,459358616,"1/4/2012","2:56:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
392224,463055482,"7/10/2012","10:43:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
252715,461876612,"5/2/2012","6:59:00","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
555272,464982991,"9/28/2012","3:31:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
355960,462850301,"6/21/2012","15:19:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
1385,459308113,"1/2/2012","13:18:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
208024,461452644,"4/10/2012","7:41:00","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
517558,464499523,"9/11/2012","11:39:00","PARKING PROHIBITED BY OFFICIAL SIGN","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
174078,461010185,"3/23/2012","12:26:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
727495,466657192,"12/22/2012","4:15:00","NIGHT PARKING - WINTER RESTRICTED","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
487990,464234805,"8/28/2012","17:07:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
154748,460712943,"3/14/2012","3:11:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
718263,466224765,"12/18/2012","2:46:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
164033,460681933,"3/19/2012","15:32:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
337116,462483932,"6/11/2012","14:26:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
304323,462387030,"5/25/2012","2:43:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
232484,662603211,"4/23/2012","11:55:00","PARKING PROHIBITED BY OFFICIAL SIGN","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
358567,462546836,"6/22/2012","16:13:00","PARKED IN CROSSWALK","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
168659,460978722,"3/21/2012","15:50:00","PARKED IN EXCESS OF 3 HOURS PROHIBITED","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
504788,464476165,"9/6/2012","2:37:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
652985,465807440,"11/15/2012","3:57:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
659935,466094005,"11/20/2012","4:22:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
58953,459796245,"1/30/2012","12:20:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
131915,460624452,"3/2/2012","16:00:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
308218,462419355,"5/26/2012","5:24:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
188400,461133385,"3/30/2012","15:26:00","PARKED IN EXCESS OF 2 HOURS PROHIBITED","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
665277,466118310,"11/23/2012","11:05:00","PARKING PROHIBITED BY OFFICIAL SIGN","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
120370,460149432,"2/27/2012","5:02:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
21958,459532463,"1/11/2012","20:58:00","PARKED WITHIN 4 FEET OF DRIVE OR ALLEY","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
363966,462819044,"6/26/2012","8:28:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
2214,459084706,"1/3/2012","11:53:00","OBSTRUCTING BUS LOADING ZONE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
142935,460495803,"3/8/2012","5:06:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
189208,461103624,"3/30/2012","5:49:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
467732,464164492,"8/17/2012","5:27:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
50823,459794145,"1/26/2012","14:56:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
508081,464243662,"9/7/2012","11:39:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
211304,461135172,"4/11/2012","15:35:00","PARKED IN EXCESS OF 2 HOURS PROHIBITED","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
511325,464609014,"9/8/2012","2:30:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
151580,460754070,"3/13/2012","4:20:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
16815,459437510,"1/9/2012","12:36:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
658357,466074335,"11/19/2012","10:43:00","PARKED IN EXCESS OF 2 HOURS PROHIBITED","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
150356,460587665,"3/12/2012","16:52:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
5952,459171451,"1/4/2012","4:07:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
503013,464243161,"9/5/2012","10:06:00","PARKED IN EXCESS OF 1 HOUR PROHIBITED","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
11158,459352832,"1/6/2012","3:25:00","NIGHT PARKING - WINTER RESTRICTED","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
385038,463066155,"7/6/2012","3:18:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
679503,466065504,"11/30/2012","13:06:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
588020,465220442,"10/16/2012","7:56:00","IMPROPERLY DISPLAYED VEHICLE REGISTRATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
318668,462275063,"6/2/2012","13:21:00","PARKING PROHIBITED BY OFFICIAL SIGN","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
199947,461193110,"4/5/2012","3:59:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
659792,465895695,"11/20/2012","15:19:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
406627,463456361,"7/18/2012","9:13:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
293505,461974214,"5/21/2012","0:37:00","PARKED WITHIN 10 FEET OF FIRE HYDRANT","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
702876,466465845,"12/11/2012","4:54:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
448216,463825622,"8/8/2012","17:02:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
470891,463986795,"8/20/2012","4:27:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
720288,466560452,"12/19/2012","4:42:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
21928,459369330,"1/11/2012","2:40:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
510814,464378880,"9/8/2012","2:15:00","NIGHT PARKING - WRONG SIDE","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
293915,462037752,"5/21/2012","4:05:00","NIGHT PARKING","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
37421,458126045,"1/19/2012","10:34:00","METER PARKING VIOLATION","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
210605,461066174,"4/11/2012","7:06:00","PARKED LESS THAN 15 FEET FROM CROSSWALK","1111 S 4TH ST","Milwaukee, WI",-87.9155511020408,43.0199074081633,"house"
